ident	Longitude	Latitude	comment
11_1086	952300	7882100	start
15_1086	952300	7882900	start
19_1086	952300	7883700	start
22_1086	952500	7882300	start
25_1086	952500	7882900	start
29_1086	952500	7883700	start
32_1086	952700	7882300	start
34_1086	952700	7882700	start
42_1086	952900	7882300	start
47_1086	952900	7883300	start
54_1086	953100	7882700	start
59_1086	953100	7883700	start
85_1086	953700	7882900	start
87_1086	953700	7883300	start
89_1086	953700	7883700	start
3_1255	958100	7890500	start
7_1255	958100	7891300	start
24_1255	958500	7890700	start
31_1255	958700	7890100	start
32_1255	958700	7890300	start
34_1255	958700	7890700	start
54_1255	959100	7890700	start
62_1255	959300	7890300	start
65_1255	959300	7890900	start
72_1255	959500	7890300	start
74_1255	959500	7890700	start
31_1645	972700	7900100	start
32_1645	972700	7900300	start
43_1645	972900	7900500	start
48_1645	972900	7901500	start
57_1645	973100	7901300	start
59_1645	973100	7901700	start
62_1645	973300	7900300	start
67_1645	973300	7901300	start
69_1645	973300	7901700	start
71_1645	973500	7900100	start
73_1645	973500	7900500	start
84_1645	973700	7900700	start
36_24	812700	7837100	start
38_24	812700	7837500	start
49_24	812900	7837700	start
50_24	812900	7837900	start
55_24	813100	7836900	start
60_24	813100	7837900	start
62_24	813300	7836300	start
63_24	813300	7836500	start
72_24	813500	7836300	start
78_24	813500	7837500	start
79_24	813500	7837700	start
81_24	813700	7836100	start
82_24	813700	7836300	start
87_24	813700	7837300	start
91_24	813900	7836100	start
97_24	813900	7837300	start
13_18805	864300	7806500	start
24_18805	864500	7806700	start
32_18805	864700	7806300	start
37_18805	864700	7807300	start
45_18805	864900	7806900	start
46_18805	864900	7807100	start
62_18805	865300	7806300	start
67_18805	865300	7807300	start
68_18805	865300	7807500	start
72_18805	865500	7806300	start
76_18805	865500	7807100	start
77_18805	865500	7807300	start
88_18805	865700	7807500	start
95_18805	865900	7806900	start
96_18805	865900	7807100	start
97_18805	865900	7807300	start
2_14886	884100	7796300	start
3_14886	884100	7796500	start
4_14886	884100	7796700	start
15_14886	884300	7796900	start
27_14886	884500	7797300	start
37_14886	884700	7797300	start
9_15048	886100	7799700	start
14_15048	886300	7798700	start
24_15048	886500	7798700	start
34_15048	886700	7798700	start
39_15048	886700	7799700	start
45_15048	886900	7798900	start
46_15048	886900	7799100	start
55_15048	887100	7798900	start
77_15048	887500	7799300	start
84_15048	887700	7798700	start
85_15048	887700	7798900	start
86_15048	887700	7799100	start
97_15048	887900	7799300	start
2_16007	898100	7784300	start
6_16007	898100	7785100	start
8_16007	898100	7785500	start
9_16007	898100	7785700	start
11_16007	898300	7784100	start
18_16007	898300	7785500	start
22_16007	898500	7784300	start
23_16007	898500	7784500	start
26_16007	898500	7785100	start
31_16007	898700	7784100	start
32_16007	898700	7784300	start
36_16007	898700	7785100	start
37_16007	898700	7785300	start
41_16007	898900	7784100	start
43_16007	898900	7784500	start
9_3134	738100	7799700	start
18_3134	738300	7799500	start
72_3134	739500	7798300	start
82_3134	739700	7798300	start
7_3594	744100	7753300	start
8_3594	744100	7753500	start
10_3594	744100	7753900	start
18_3594	744300	7753500	start
19_3594	744300	7753700	start
2_4098	750100	7794300	start
3_4098	750100	7794500	start
12_4098	750300	7794300	start
13_4098	750300	7794500	start
21_4098	750500	7794100	start
31_4098	750700	7794100	start
41_4098	750900	7794100	start
52_4098	751100	7794300	start
72_4098	751500	7794300	start
79_5829	773500	7715700	start
82_5829	773700	7714300	start
83_5829	773700	7714500	start
85_5829	773700	7714900	start
88_5829	773700	7715500	start
90_5829	773700	7715900	start
95_5829	773900	7714900	start
14_6839	784300	7802700	start
21_6839	784500	7802100	start
32_6839	784700	7802300	start
43_6839	784900	7802500	start
51_6839	785100	7802100	start
54_6839	785100	7802700	start
66_6839	785300	7803100	start
68_6839	785300	7803500	start
72_6839	785500	7802300	start
81_6839	785700	7802100	start
93_6839	785900	7802500	start
62_7806	797300	7804300	start
72_7806	797500	7804300	start
79_7806	797500	7805700	start
81_7806	797700	7804100	start
86_7806	797700	7805100	start
98_7806	797900	7805500	start
2_8141	800100	7830300	start
15_8944	810300	7826900	start
17_8944	810300	7827300	start
24_8944	810500	7826700	start
34_8944	810700	7826700	start
38_8944	810700	7827500	start
47_8944	810900	7827300	start
49_8944	810900	7827700	start
69_8944	811300	7827700	start
2_14886	884100	7796300	start
3_14886	884100	7796500	start
4_14886	884100	7796700	start
15_14886	884300	7796900	start
27_14886	884500	7797300	start
37_14886	884700	7797300	start
9_15048	886100	7799700	start
14_15048	886300	7798700	start
24_15048	886500	7798700	start
34_15048	886700	7798700	start
39_15048	886700	7799700	start
45_15048	886900	7798900	start
46_15048	886900	7799100	start
55_15048	887100	7798900	start
77_15048	887500	7799300	start
84_15048	887700	7798700	start
85_15048	887700	7798900	start
86_15048	887700	7799100	start
97_15048	887900	7799300	start
2_16007	898100	7784300	start
6_16007	898100	7785100	start
8_16007	898100	7785500	start
9_16007	898100	7785700	start
11_16007	898300	7784100	start
18_16007	898300	7785500	start
22_16007	898500	7784300	start
23_16007	898500	7784500	start
26_16007	898500	7785100	start
31_16007	898700	7784100	start
32_16007	898700	7784300	start
36_16007	898700	7785100	start
37_16007	898700	7785300	start
41_16007	898900	7784100	start
43_16007	898900	7784500	start
10_4083	750100	7765900	start
17_4083	750300	7765300	start
26_4083	750500	7765100	start
27_4083	750500	7765300	start
30_4083	750500	7765900	start
36_4083	750700	7765100	start
39_4083	750700	7765700	start
42_4083	750900	7764300	start
43_4083	750900	7764500	start
44_4083	750900	7764700	start
45_4083	750900	7764900	start
53_4083	751100	7764500	start
63_4083	751300	7764500	start
49_4564	756900	7761700	start
59_4564	757100	7761700	start
60_4564	757100	7761900	start
68_4564	757300	7761500	start
76_4564	757500	7761100	start
78_4564	757500	7761500	start
86_4564	757700	7761100	start
90_4564	757700	7761900	start
98_4564	757900	7761500	start
6_4725	758100	7761100	start
16_4725	758300	7761100	start
24_4725	758500	7760700	start
25_4725	758500	7760900	start
26_4725	758500	7761100	start
33_4725	758700	7760500	start
35_4725	758700	7760900	start
2_3111	738100	7752300	start
21_3111	738500	7752100	start
34_3111	738700	7752700	start
51_3111	739100	7752100	start
54_3111	739100	7752700	start
55_3111	739100	7752900	start
61_3111	739300	7752100	start
82_3111	739700	7752300	start
84_3111	739700	7752700	start
91_3111	739900	7752100	start
7_3594	744100	7753300	start
8_3594	744100	7753500	start
10_3594	744100	7753900	start
18_3594	744300	7753500	start
19_3594	744300	7753700	start
10_3120	738100	7771900	start
37_3442	742700	7771300	start
46_3442	742900	7771100	start
57_3442	743100	7771300	start
67_3442	743300	7771300	start
77_3442	743500	7771300	start
3_2620	732100	7736500	start
4_2620	732100	7736700	start
13_2620	732300	7736500	start
65_2620	733300	7736900	start
66_2620	733300	7737100	start
67_2620	733300	7737300	start
68_2620	733300	7737500	start
78_2620	733500	7737500	start
11_3105	738300	7740100	start
12_3105	738300	7740300	start
54_3105	739100	7740700	start
72_3105	739500	7740300	start
93_3105	739900	7740500	start
94_3105	739900	7740700	start
42_1174	714900	7742300	start
47_1174	714900	7743300	start
48_1174	714900	7743500	start
50_1174	714900	7743900	start
53_1174	715100	7742500	start
54_1174	715100	7742700	start
59_1174	715100	7743700	start
60_1174	715100	7743900	start
69_1174	715300	7743700	start
80_1174	715500	7743900	start
55_1497	719100	7744900	start
56_1497	719100	7745100	start
68_1497	719300	7745500	start
77_1497	719500	7745300	start
87_1497	719700	7745300	start
88_1497	719700	7745500	start
97_1497	719900	7745300	start
98_1497	719900	7745500	start
42_1818	722900	7742300	start
50_1818	722900	7743900	start
60_1818	723100	7743900	start
61_1818	723300	7742100	start
67_1818	723300	7743300	start
68_1818	723300	7743500	start
69_1818	723300	7743700	start
78_1818	723500	7743500	start
87_1818	723700	7743300	start
91_1818	723900	7742100	start
26_1822	722500	7751100	start
34_1822	722700	7750700	start
65_1822	723300	7750900	start
68_1822	723300	7751500	start
73_1822	723500	7750500	start
80_1822	723500	7751900	start
84_1822	723700	7750700	start
87_1822	723700	7751300	start
94_1822	723900	7750700	start
95_1822	723900	7750900	start
6_6513	780100	7795100	start
7_6513	780100	7795300	start
34_6513	780700	7794700	start
38_6513	780700	7795500	start
44_6513	780900	7794700	start
48_6513	780900	7795500	start
68_6513	781300	7795500	start
85_6513	781700	7794900	start
86_6513	781700	7795100	start
88_6513	781700	7795500	start
5_6674	782100	7794900	start
6_6674	782100	7795100	start
46_6674	782900	7795100	start
48_6674	782900	7795500	start
49_6674	782900	7795700	start
57_6674	783100	7795300	start
60_6674	783100	7795900	start
65_6674	783300	7794900	start
76_6674	783500	7795100	start
78_6674	783500	7795500	start
7_6838	784100	7801300	start
9_6838	784100	7801700	start
10_6838	784100	7801900	start
11_6838	784300	7800100	start
15_6838	784300	7800900	start
18_6838	784300	7801500	start
22_6838	784500	7800300	start
28_6838	784500	7801500	start
29_6838	784500	7801700	start
38_6838	784700	7801500	start
42_6838	784900	7800300	start
43_6838	784900	7800500	start
14_6839	784300	7802700	start
21_6839	784500	7802100	start
32_6839	784700	7802300	start
43_6839	784900	7802500	start
51_6839	785100	7802100	start
54_6839	785100	7802700	start
66_6839	785300	7803100	start
68_6839	785300	7803500	start
72_6839	785500	7802300	start
81_6839	785700	7802100	start
93_6839	785900	7802500	start
40_7159	788700	7799900	start
42_7159	788900	7798300	start
50_7159	788900	7799900	start
51_7159	789100	7798100	start
59_7159	789100	7799700	start
60_7159	789100	7799900	start
61_7159	789300	7798100	start
68_7159	789300	7799500	start
9_7323	790100	7805700	start
11_7323	790300	7804100	start
23_7323	790500	7804500	start
26_7323	790500	7805100	start
28_7323	790500	7805500	start
33_7323	790700	7804500	start
38_7323	790700	7805500	start
39_7323	790700	7805700	start
41_7323	790900	7804100	start
44_7323	790900	7804700	start
45_7323	790900	7804900	start
49_7323	790900	7805700	start
52_7323	791100	7804300	start
54_7323	791100	7804700	start
59_7323	791100	7805700	start
67_7323	791300	7805300	start
77_7323	791500	7805300	start
62_7806	797300	7804300	start
72_7806	797500	7804300	start
79_7806	797500	7805700	start
81_7806	797700	7804100	start
86_7806	797700	7805100	start
98_7806	797900	7805500	start
36_7968	798700	7807100	start
38_7968	798700	7807500	start
54_7968	799100	7806700	start
56_7968	799100	7807100	start
57_7968	799100	7807300	start
1_13	740100	7798100	start
11_13	740300	7798100	start
14_13	740300	7798700	start
15_13	740300	7798900	start
21_13	740500	7798100	start
22_13	740500	7798300	start
24_13	740500	7798700	start
26_13	740500	7799100	start
36_13	740700	7799100	start
9_3134	738100	7799700	start
18_3134	738300	7799500	start
72_3134	739500	7798300	start
82_3134	739700	7798300	start
7_3299	740100	7807300	start
16_3299	740300	7807100	start
18_3299	740300	7807500	start
24_3299	740500	7806700	start
28_3299	740500	7807500	start
30_3299	740500	7807900	start
35_3299	740700	7806900	start
44_3299	740900	7806700	start
49_3299	740900	7807700	start
59_3299	741100	7807700	start
72_3299	741500	7806300	start
85_3299	741700	7806900	start
93_3299	741900	7806500	start
2_4098	750100	7794300	start
3_4098	750100	7794500	start
12_4098	750300	7794300	start
13_4098	750300	7794500	start
21_4098	750500	7794100	start
31_4098	750700	7794100	start
41_4098	750900	7794100	start
52_4098	751100	7794300	start
72_4098	751500	7794300	start
32_4417	754700	7788300	start
44_4417	754900	7788700	start
53_4417	755100	7788500	start
54_4417	755100	7788700	start
55_4417	755100	7788900	start
69_4417	755300	7789700	start
77_4417	755500	7789300	start
78_4417	755500	7789500	start
54_5063	763100	7792700	start
55_5063	763100	7792900	start
63_5063	763300	7792500	start
65_5063	763300	7792900	start
66_5063	763300	7793100	start
72_5063	763500	7792300	start
85_5063	763700	7792900	start
93_5063	763900	7792500	start
83_5221	765700	7786500	start
87_5221	765700	7787300	start
88_5221	765700	7787500	start
92_5221	765900	7786300	start
96_5221	765900	7787100	start
97_5221	765900	7787300	start
98_5221	765900	7787500	start
25_5382	766500	7786900	start
40_5382	766700	7787900	start
50_5382	766900	7787900	start
59_5382	767100	7787700	start
62_5382	767300	7786300	start
64_5382	767300	7786700	start
71_5382	767500	7786100	start
82_5382	767700	7786300	start
75_4752	759500	7814900	start
61_4908	761300	7804100	start
73_4908	761500	7804500	start
74_4908	761500	7804700	start
94_4908	761900	7804700	start
1_4913	760100	7814100	start
11_4913	760300	7814100	start
12_4913	760300	7814300	start
55_5234	765100	7812900	start
56_5234	765100	7813100	start
63_5234	765300	7812500	start
64_5234	765300	7812700	start
65_5234	765300	7812900	start
74_5234	765500	7812700	start
12_5552	768300	7804300	start
22_5552	768500	7804300	start
23_5552	768500	7804500	start
28_5552	768500	7805500	start
58_5715	771100	7809500	start
59_5715	771100	7809700	start
67_5715	771300	7809300	start
68_5715	771300	7809500	start
77_5715	771500	7809300	start
88_5715	771700	7809500	start
89_5715	771700	7809700	start
3_5874	772100	7804500	start
4_5874	772100	7804700	start
5_5874	772100	7804900	start
8_5874	772100	7805500	start
9_5874	772100	7805700	start
13_5874	772300	7804500	start
14_5874	772300	7804700	start
15_5874	772300	7804900	start
16_5874	772300	7805100	start
18_5874	772300	7805500	start
19_5874	772300	7805700	start
4_4270	752100	7816700	start
6_4270	752100	7817100	start
14_4270	752300	7816700	start
16_4270	752300	7817100	start
17_4270	752300	7817300	start
27_4270	752500	7817300	start
37_4270	752700	7817300	start
59_4270	753100	7817700	start
60_4270	753100	7817900	start
31_4271	752700	7818100	start
51_4271	753100	7818100	start
54_4271	753100	7818700	start
55_4271	753100	7818900	start
62_4271	753300	7818300	start
72_4271	753500	7818300	start
84_4271	753700	7818700	start
87_4271	753700	7819300	start
95_4271	753900	7818900	start
97_4271	753900	7819300	start
15_3780	746300	7802900	start
16_3780	746300	7803100	start
17_3780	746300	7803300	start
19_3780	746300	7803700	start
22_3780	746500	7802300	start
24_3780	746500	7802700	start
33_3780	746700	7802500	start
37_3780	746700	7803300	start
38_3780	746700	7803500	start
40_3780	746700	7803900	start
45_3780	746900	7802900	start
47_3780	746900	7803300	start
48_3780	746900	7803500	start
3_3781	746100	7804500	start
8_3781	746100	7805500	start
11_3781	746300	7804100	start
13_3781	746300	7804500	start
18_3781	746300	7805500	start
20_3781	746300	7805900	start
22_3781	746500	7804300	start
29_3781	746500	7805700	start
32_3781	746700	7804300	start
43_3781	746900	7804500	start
47_3781	746900	7805300	start
48_3781	746900	7805500	start
22_3943	748500	7806300	start
23_3943	748500	7806500	start
32_3943	748700	7806300	start
34_3943	748700	7806700	start
42_3943	748900	7806300	start
43_3943	748900	7806500	start
44_3943	748900	7806700	start
45_3943	748900	7806900	start
54_3943	749100	7806700	start
55_3943	749100	7806900	start
71_4261	753500	7798100	start
72_4261	753500	7798300	start
73_4261	753500	7798500	start
75_4261	753500	7798900	start
76_4261	753500	7799100	start
